33522,1.004,-0.090,3.950,1.71,-0.31,0.43,90852,262143,42.1,100.0,1
33642,0.987,-0.064,3.972,0.73,0.06,0.61,90692,262143,42.1,100.0,1
33762,1.006,-0.068,3.948,-0.98,0.73,0.00,90841,262143,100.6,100.0,1
33882,0.981,-0.086,3.965,-1.83,1.16,-0.49,90931,262143,100.6,100.0,1
34002,0.983,-0.079,3.920,0.18,1.59,-0.43,91098,262143,100.6,100.0,1
34121,0.996,-0.101,4.007,-1.71,1.71,-0.43,91165,262143,100.6,100.0,1
34241,0.953,-0.134,3.963,-1.16,0.79,-0.85,90659,262143,100.6,100.0,1
34361,0.951,-0.146,3.968,-1.28,-0.12,-0.67,90707,262143,94.4,100.0,1
34481,0.963,-0.149,3.965,-0.92,0.12,0.06,90814,262143,94.4,100.0,1
34601,0.976,-0.146,3.981,-0.18,-0.06,-0.12,90985,262143,94.4,100.0,1
34720,0.946,-0.141,3.924,-0.18,-0.24,-0.24,91162,262143,94.4,100.0,1
34840,1.002,-0.157,3.954,0.18,-0.06,-0.31,90698,262143,94.4,100.0,1
34960,0.999,-0.147,3.983,0.98,1.04,-0.37,90571,262143,94.4,100.0,1
35080,0.986,-0.143,3.956,0.55,0.37,-0.12,90757,262143,84.4,100.0,1
35200,0.978,-0.142,3.972,1.28,-0.24,0.00,90882,262143,84.4,100.0,1
35319,0.979,-0.121,3.999,1.04,-0.73,0.49,91064,262143,84.4,100.0,1
35439,0.991,-0.125,4.000,1.83,0.92,0.31,91245,262143,84.4,100.0,1
35559,0.975,-0.101,3.977,1.34,-0.31,0.55,90686,262143,84.4,100.0,1
35679,0.989,-0.105,3.962,1.46,-0.85,0.73,90685,262143,104.9,100.0,1
35799,0.996,-0.091,3.961,1.04,0.43,0.55,90818,262143,104.9,100.0,1
35918,0.991,-0.096,3.953,-1.28,1.83,-0.24,90961,262143,104.9,100.0,1
36018,0.956,-0.097,3.909,0.49,2.01,-0.43,91114,262143,104.9,100.0,1
36118,0.953,-0.098,3.915,-0.12,0.92,-0.67,91241,262143,104.9,100.0,1
36218,0.972,-0.116,3.977,-0.79,0.85,-0.49,90714,262143,104.9,100.0,1
36318,0.933,-0.134,3.950,-0.79,-0.06,-0.24,90612,262143,89.9,100.0,1
36418,0.971,-0.116,3.976,-0.85,0.43,-0.73,90779,262143,89.9,100.0,1
36518,0.971,-0.138,3.969,-1.04,0.37,-0.18,90833,262143,89.9,100.0,1
