Time_s,IR,Red,BPM,SpO2,Movement
10.602,109070,143373,70.009631996744,80.3170079832091,0.0564350475230439
10.642,109018,143316,72.2975248180023,80.3610869232591,0.1027637744219
10.682,108987,143269,71.8306421868731,80.3963959184232,0.0707022145249561
10.722,108967,143239,73.229806650527,80.4246986045858,0.0893558022748215
10.762,108956,143238,72.8405171190989,80.447410055283,0.0492377834756423
10.802,108976,143230,73.4761286423108,80.4656580464617,0.119216144578294
10.842,108981,143236,73.7808390502156,80.4803261172616,0.0910002863324031
10.882,108959,143181,74.6280060808686,80.4920981299634,0.13509031241899
10.922,108918,143120,73.6035088382599,80.5015303871912,0.23810583442996
10.962,108895,143097,74.6290013455144,80.5090718455096,0.185396957064268
11.002,108907,143121,74.1183859877211,80.5151128972851,0.013412189155098
11.042,108939,143116,72.8658456346033,80.5199340592106,0.0818530372107386
11.082,108953,143160,74.3777018054068,80.5238028190183,0.175268825047783
11.122,108968,143175,75.4610185719641,80.5269062702222,0.225832189601615
11.162,108974,143181,73.8868768776324,80.5293956804904,0.162042259202801
11.202,108972,143180,74.2565373286033,80.5313940113314,0.264812010717131
11.242,108968,143184,75.0157540005175,80.5330107844986,0.458240246712156
11.282,108968,143209,73.6157044513496,80.5343417374205,0.299253373097568
11.322,108984,143213,72.568307067663,80.5354425656722,0.277184884146096
11.362,108988,143236,72.8111229111387,80.5363824319381,0.375828780818413
11.402,108997,143221,71.7534856935404,80.537174552448,0.146148092189452
11.442,108988,143198,73.5014878435635,80.5378475646982,0.271469994033733
11.482,108941,143124,70.5754841247268,80.5655185556578,0.136117101827254
11.522,108918,143090,72.6253115198328,80.5876248999242,0.161405944528503
11.562,108923,143097,73.6867786492647,80.6052886849462,0.14921406843421
11.602,108934,143128,73.8305036151738,80.6194177106809,0.109941920639952
11.642,108959,143160,74.2641978462623,80.6307177439208,0.210907828045445
11.682,108976,143177,73.6959064645085,80.6397511809475,0.178767294413892
11.722,108997,143176,72.5040433212254,80.6469534069402,0.100097953982027
11.762,108996,143202,72.7267032416755,80.6527060896377,0.0888930063155019
11.802,109009,143213,72.9065587185894,80.6572998312841,0.0932879186447832
11.842,109024,143255,72.9883563232095,80.6609862491521,0.092622332741742
11.882,109038,143247,73.811062566571,80.6639551212862,0.11163902372329
11.922,109048,143244,73.8576351285934,80.6663244340074,0.0578994303607755
11.962,109047,143264,75.1074073328948,80.6682462110372,0.0651329485532756
12.002,109056,143259,75.0987505003801,80.6697856675317,0.0888467283068367
12.042,109068,143258,76.1171663391381,80.6710153885811,0.0727743849638907
12.082,109067,143262,74.6442715097217,80.6720055741284,0.0526002662144295
12.122,109052,143269,71.8988937656693,81.018665414098,0.0411012754330583
12.162,109049,143270,74.2571948449687,81.2959694070509,0.0272586041786813
12.202,109043,143291,73.0210804705055,81.5177974121695,0.0534946595494474
12.242,109046,143292,74.5011704982188,81.6952440466661,0.022390503951582
12.282,109054,143302,74.6588111180701,81.8371877275397,0.0297621340969877
12.322,109059,143315,75.1752780905824,81.9507426468889,0.0711622809131492
12.362,109061,143316,75.5300874295764,82.0415877593933,0.0276881733074082
12.402,109062,143331,76.2530335364612,82.1142830171335,0.0339004005273434
12.442,109079,143310,76.0748674691128,82.1724274092434,0.0322432041548659
12.482,109080,143301,76.8121205236533,82.2189299067652,0.0136849477121499
12.522,109087,143293,76.593607895736,82.2560906447639,0.0305897583895142
12.562,109089,143295,77.8115301361625,82.2857861723754,0.0120200523682531
12.602,109101,143296,76.3160245420979,82.3095035785359,0.00736074874593815
12.642,109104,143289,77.7114509824853,82.328432128186,0.0247294087150402
12.682,109104,143323,76.4195854877158,82.3435516393286,0.0225417301179436
12.722,109115,143327,77.5045422657041,82.3555933936017,0.0207533891966342
12.762,109132,143361,77.1447899828755,82.5343359847031,0.0274937466534029
12.802,109144,143384,77.499581899975,82.4194107892144,0.00850647040536345
12.842,109156,143402,76.9962431697107,82.5852501361901,0.0285769704144373
12.882,109171,143426,76.8244428043244,83.0086529781915,0.0412807072871628
12.922,109164,143449,77.6029161977269,83.3473600847641,0.0283129452297748
12.962,109186,143449,78.7612339287398,83.879119521133,0.0561103995858246
13.002,109199,143458,79.4880148752842,84.4972128406022,0.0558836770712754
13.042,109208,143431,79.4762913409297,85.1241023064114,0.0741239243118948
13.082,109211,143450,80.7808299997102,85.6680544631714,0.132777714381254
13.122,109224,143431,80.762255259765,86.278263649742,0.0601562698166059
13.162,109211,143439,81.4733244842558,86.7663964839497,0.139867437476976
13.202,109196,143429,82.4192979339854,87.1568664343036,0.143197582114708
13.242,109177,143422,81.240341250373,87.4692069656113,0.157330401705784
13.282,109239,143401,80.290232118504,87.9045959490899,0.0409421717183922
13.322,109127,143344,69.641324865987,88.2528538317852,0.0516915527009587
13.362,109054,143290,72.7170650105195,88.5313947710086,0.116308860234004
13.402,109005,143258,73.4663304934414,88.7541804795851,0.0929239758295246
13.442,108996,143260,74.5721881839766,88.9323737122164,0.0967345419272127
13.482,109004,143271,73.5687121929473,89.0749183063049,0.112604950588343
13.522,109019,143286,73.1884334840152,89.1889442457658,0.0818675997352651
