23736,0.472,0.853,3.840,2.14,1.77,4.52,97985,262143,0.0,100.0,1
23856,0.339,1.021,3.931,4.88,3.30,-1.53,98089,262143,0.0,100.0,1
23976,0.424,1.066,3.953,4.27,-0.31,-1.04,97527,262143,0.0,100.0,1
24096,0.514,1.104,3.816,0.92,1.95,-3.97,97554,262143,0.0,100.0,1
24216,0.390,1.027,3.808,-0.79,0.18,-1.28,97531,262143,0.0,100.0,1
24335,0.423,1.136,3.806,1.28,3.97,-5.86,97610,262143,0.0,100.0,1
24455,0.340,1.087,3.822,0.24,-0.61,0.31,97752,262143,0.0,100.0,1
24575,0.349,0.947,4.101,-5.74,5.43,-2.08,97286,262143,0.0,100.0,1
24695,0.387,1.057,3.901,4.09,-3.66,3.11,97289,262143,0.0,100.0,1
24815,0.450,1.030,3.813,-0.98,-2.44,2.32,97390,262143,0.0,100.0,1
24934,0.386,1.058,3.898,0.00,2.99,-0.49,97586,262143,0.0,100.0,1
25054,0.321,0.969,3.983,-3.66,1.34,-0.85,97826,262143,0.0,100.0,1
25174,0.395,1.028,3.905,-0.79,-0.79,0.73,97539,262143,0.0,100.0,1
25294,0.401,0.981,3.888,-2.01,-0.55,0.00,97515,262143,0.0,100.0,1
25414,0.418,0.970,3.944,-1.40,-9.34,1.95,97650,262143,0.0,100.0,1
25533,0.582,1.021,3.929,-5.07,5.00,-0.06,97904,262143,0.0,100.0,1
25653,0.531,0.823,3.807,-10.68,-2.93,4.15,98235,262143,0.0,100.0,1
25773,0.387,0.775,3.884,-5.68,3.97,-8.48,98138,262143,0.0,100.0,1
25893,0.448,0.537,3.996,-11.84,0.24,-4.33,98091,262143,0.0,100.0,1
26013,0.205,0.530,4.053,-8.30,6.77,-15.26,98366,262143,0.0,100.0,1
26132,0.343,0.749,3.878,3.05,7.08,-6.84,98385,262143,0.0,100.0,1
26252,0.438,0.703,4.055,-11.41,32.10,-1.65,98552,262143,0.0,100.0,1
26372,0.712,0.599,3.964,35.83,18.13,16.11,98292,262143,0.0,100.0,1
26492,-0.648,1.086,3.986,33.08,-51.76,26.98,98191,262143,0.0,100.0,1
26612,-1.205,0.264,4.755,-6.59,45.47,-20.39,98196,262143,0.0,100.0,1
26731,-1.151,0.975,2.978,48.95,-66.22,58.35,98408,262143,0.0,100.0,1
26851,1.499,2.062,4.479,42.91,-108.15,72.39,98582,262143,0.0,100.0,1
26971,2.419,0.467,3.216,-13.18,-69.27,36.50,97997,262143,0.0,100.0,1
27091,3.656,0.526,1.814,38.02,12.94,30.33,97883,262143,0.0,100.0,1
27211,3.956,0.854,1.573,62.38,23.38,68.97,98375,262143,0.0,100.0,1
27330,2.796,1.347,1.192,63.35,-25.76,46.02,98765,262143,0.0,100.0,1
27450,3.986,1.133,1.331,21.30,-25.09,58.35,98811,262143,0.0,100.0,1
27570,3.684,1.513,0.739,27.28,-18.92,19.53,98295,262143,0.0,100.0,1
27690,3.547,0.971,1.402,10.31,-43.64,26.73,97927,262143,0.0,100.0,1
27809,4.006,0.645,0.857,19.78,-46.08,21.36,98201,262143,0.0,100.0,1
27929,3.985,0.414,0.619,11.41,-50.29,21.36,98583,262143,0.0,100.0,1
28049,4.058,0.053,-0.123,22.52,-52.49,15.32,99025,262143,0.0,100.0,1
28169,5.326,-0.353,-1.144,41.14,-68.18,49.93,98613,262143,0.0,100.0,1
28289,5.244,-0.550,-1.110,13.73,-5.43,-6.77,98839,262143,0.0,100.0,1
28408,4.423,-0.420,-1.407,36.01,-2.81,16.85,99234,262143,0.0,100.0,1
28528,3.731,-0.543,-1.014,25.82,59.81,2.44,99616,262143,0.0,100.0,1
28648,3.532,-0.517,-0.341,-3.23,57.19,0.98,99713,262143,0.0,100.0,1
28768,3.466,-0.547,-0.099,1.16,37.66,23.19,99380,262143,0.0,100.0,1
28888,3.771,-0.443,0.714,16.17,63.60,5.25,99727,262143,0.0,100.0,1
29007,3.082,-1.138,1.302,-6.53,52.86,-12.51,99951,262143,0.0,100.0,1
29127,3.670,-1.052,1.411,-4.82,9.77,8.42,100358,262143,0.0,100.0,1
29247,4.124,-0.961,1.406,13.00,-26.73,-8.30,99756,262143,0.0,100.0,1
29367,3.808,-0.945,1.215,1.77,-1.04,2.08,99775,262143,0.0,100.0,1
29486,3.836,-0.844,1.337,-9.09,0.31,-1.04,100075,262143,0.0,100.0,1
29606,3.787,-0.859,1.223,-8.12,7.69,-4.03,100317,262143,0.0,100.0,1
29726,3.933,-0.863,1.376,-6.65,0.31,-2.69,100326,262143,0.0,100.0,1
29846,3.822,-0.809,1.305,-2.38,3.66,-1.40,99850,262143,0.0,100.0,1
29966,3.881,-0.728,1.358,2.14,-0.98,-0.24,100069,262143,0.0,100.0,1
30085,3.657,-0.717,1.231,2.01,-1.28,-2.75,100237,262143,0.0,100.0,1
30205,3.888,-0.609,1.111,-4.76,-7.81,-0.92,100692,262143,0.0,100.0,1
30325,3.838,-0.575,1.045,-13.31,-13.43,-4.39,100069,262143,0.0,100.0,1
30445,3.996,-0.833,0.933,-23.01,-21.42,-9.16,100008,262143,0.0,100.0,1
30565,3.967,-1.265,0.602,-29.48,-9.77,-21.24,100274,262143,0.0,100.0,1
30684,3.583,-0.942,0.487,-24.11,3.48,-41.08,100556,262143,0.0,100.0,1
30804,4.349,-0.130,0.229,-68.30,-32.10,-48.46,100549,262143,0.0,100.0,1
30924,4.798,0.630,0.328,-82.64,-5.43,-65.80,100233,262143,0.0,100.0,1
31044,3.585,0.762,0.409,-51.51,1.83,-24.35,100333,262143,0.0,100.0,1
31164,3.578,0.594,-0.209,-74.83,33.20,-30.58,100295,262143,0.0,100.0,1
31283,3.656,0.263,-0.055,-58.41,19.35,-21.30,100477,262143,0.0,100.0,1
31403,3.027,1.018,-0.072,-52.12,1.83,-12.39,99849,262143,0.0,100.0,1
31523,2.758,0.678,0.216,-118.41,15.93,18.07,99576,262143,0.0,100.0,1
31643,6.231,-1.974,3.723,-67.32,170.59,-3.85,99562,262143,0.0,100.0,1
31762,3.453,-0.695,4.059,-35.71,42.36,28.75,100098,262143,0.0,100.0,1
31882,2.300,-0.544,2.802,19.90,49.68,19.96,99812,262143,0.0,100.0,1
32002,1.641,-0.618,2.855,1.59,59.14,-11.84,99104,262143,0.0,100.0,1
32122,1.602,-0.187,4.159,-26.12,109.74,-57.19,99192,262143,0.0,100.0,1
32242,0.852,-0.771,4.567,-15.69,142.15,-29.36,99262,262143,0.0,100.0,1
32361,-0.983,0.306,2.668,4.15,-47.18,-3.48,99624,262143,0.0,100.0,1
32481,0.210,0.570,4.246,85.14,34.06,23.19,98693,262143,0.0,100.0,1
32601,0.004,0.418,4.191,27.10,-32.47,23.86,98534,262143,0.0,100.0,1
32721,0.453,0.181,4.156,5.98,4.94,0.61,98656,262143,0.0,100.0,1
32841,0.720,-0.186,4.175,-10.50,9.03,1.34,98633,262143,0.0,100.0,1
32960,0.337,-0.261,3.919,8.97,-5.13,16.48,98744,262143,0.0,100.0,1
33080,0.402,0.196,3.955,7.87,1.95,7.32,98235,262143,0.0,100.0,1
33200,0.381,0.247,4.052,-2.26,5.98,-9.09,98365,262143,0.0,100.0,1
33320,0.476,0.200,4.013,-4.70,8.30,-0.18,98476,262143,0.0,100.0,1
33439,0.354,0.090,4.064,0.67,1.89,-0.49,98717,262143,0.0,100.0,1
33539,0.430,0.062,4.081,0.49,2.69,0.06,98470,262143,0.0,100.0,1
33639,0.388,0.098,4.055,0.92,3.91,0.61,98481,262143,0.0,100.0,1
33739,0.326,0.137,4.055,1.16,2.56,0.06,98809,262143,0.0,100.0,1
33839,0.313,0.170,4.041,0.43,3.48,0.24,98918,262143,0.0,100.0,1
33939,0.310,0.177,4.037,2.20,6.35,-0.31,99212,262143,0.0,100.0,1
34039,0.194,0.213,4.024,-0.37,4.33,-7.87,99366,262143,0.0,100.0,1
34139,0.300,0.231,4.009,-1.46,-0.85,-8.61,98892,262143,0.0,100.0,1
34239,-0.047,-0.043,4.114,-15.44,19.78,-24.41,98985,262143,0.0,100.0,1
34339,-0.244,-0.059,4.525,4.09,-15.26,5.07,99142,262143,0.0,100.0,1
34439,-0.741,-0.674,4.922,30.03,-40.89,15.44,99121,262143,0.0,100.0,1
34539,0.027,-0.517,3.046,8.73,-95.89,78.43,98949,262143,0.0,100.0,1
34639,1.350,0.726,3.639,29.17,-56.46,51.51,98035,262143,0.0,100.0,1
34739,1.549,-0.437,3.176,15.32,-79.47,8.06,98269,262143,0.0,100.0,1
34839,2.759,-1.741,2.625,43.09,-93.57,19.29,98528,262143,0.0,100.0,1
34939,2.806,1.243,1.690,42.24,-101.20,-1.59,98897,262143,0.0,100.0,1
35039,3.728,1.686,2.454,35.34,-74.58,-17.03,98658,262143,0.0,100.0,1
35139,2.590,0.918,2.143,38.88,-48.28,19.59,98212,262143,0.0,100.0,1
35239,2.449,1.820,2.031,45.96,-59.63,40.53,98030,262143,0.0,100.0,1
35339,3.167,0.862,1.407,68.48,-65.92,34.79,98094,262143,0.0,100.0,1
35439,3.719,0.762,0.968,79.16,-63.48,46.20,98203,262143,0.0,100.0,1
35539,4.379,0.521,0.855,54.20,-41.63,31.19,98649,262143,0.0,100.0,1
35639,5.706,-0.128,-0.903,67.20,-28.99,40.71,98767,262143,0.0,100.0,1
35739,4.433,0.443,-0.914,80.69,-4.09,8.48,98455,262143,0.0,100.0,1
35839,5.230,-0.677,-0.422,0.43,20.75,-7.32,98494,262143,0.0,100.0,1
35939,4.419,-0.258,-0.612,12.57,3.97,13.49,98977,262143,0.0,100.0,1
36039,3.692,-0.086,-0.428,22.16,34.06,7.87,99277,262143,0.0,100.0,1
36139,3.809,-0.221,-0.290,19.90,28.38,16.60,99841,262143,0.0,100.0,1
36239,3.472,-0.127,-0.022,10.68,18.74,28.08,99454,262143,0.0,100.0,1
