Time_s,IR,Red,BPM,SpO2,Movement
15.601,108929,143021,78.2915625724775,85.2885676990023,0.0256963081944037
15.641,108922,143016,77.7884331954491,85.2886520556416,0.0370088520801943
15.681,108916,143005,78.1004526615484,85.2887235492912,0.0357838872079281
15.721,108920,143007,77.2850920703764,85.2887920823921,0.0613502608277389
15.761,108922,142994,78.1923359080452,85.288853954124,0.0274101540928503
15.801,108928,143000,77.5177112843231,85.2889171739643,0.0238271744335243
15.841,108933,143005,76.3946190780894,85.2889837175478,0.0500273867943737
15.881,108941,143007,76.1805406555358,85.2890449345506,0.0197693615423523
15.921,108938,142991,75.7597402658608,85.2891066099338,0.026006420443159
15.961,108897,142968,78.93084949551,85.2891699325053,0.0168031902417673
16.001,108879,142953,77.0617508114689,85.2892319595631,0.00916747234156181
16.041,108870,142968,78.43600437481,85.2893017615103,0.0187432594899114
16.081,108900,142999,78.5790219664608,85.2893691976179,0.0320522332661647
16.121,108914,143006,79.5082814178454,85.2894261310309,0.00794114060902861
16.161,108930,143031,78.5002189740922,85.2894820507094,0.0160558428197826
16.201,108944,143033,79.8942158937276,85.2895309057629,0.00474035347630557
16.241,108942,143021,78.6642340796849,85.2895615221168,0.0198355806610836
16.281,108937,143018,80.3188272641379,85.2895798587984,0.0164898874909847
16.321,108937,143005,79.6441561660339,85.2895801154691,0.0321395160815704
16.361,108926,142993,81.4125296389772,85.2895632837333,0.0268343755942167
16.401,108934,143008,81.8602509702179,85.2895443270856,0.0253495103566812
16.441,108937,143013,81.1550482709358,85.2989683683122,0.0216501946068314
